,instance,rule,preprocessed rules,lang
861,worldkey.io, This community will be intolerant of intolerance. (see Popper's paradox),this community will be intolerant of intolerance see poppers paradox,English
862,worldkey.io,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
863,worldkey.io,We will abide by the Mastodon Server Covenant available here: https://joinmastodon.org/covenant,we will abide by the mastodon server covenant available here httpsjoinmastodonorgcovenant,English
864,worldkey.io,"When signing up, please include your Twitter handle, website, or other link in the “reasons for joining” field.",when signing up please include your twitter handle website or other link in the reasons for joining field,English
875,gruene.social,Achte die Würde deiner Mitmenschen und Mitnutzer*innen,achte die würde deiner mitmenschen und mitnutzerinnen,non-Englsih
876,gruene.social,"Beachte die geltenden Gesetze, insbesondere das Urheberrecht, das Persönlichkeitsrecht und den Datenschutz.",beachte die geltenden gesetze insbesondere das urheberrecht das persönlichkeitsrecht und den datenschutz,non-Englsih
877,gruene.social,"Solltest du Inhalte, insbesondere Ton, Video und Bild, veröffentlichen, die andere verstören könnten, beispielsweise durch Darstellung von Gewalt, verwende bitte die Inhaltswarnung-Funktion (""Als heikle Medien markieren"")",solltest du inhalte insbesondere ton video und bild veröffentlichen die andere verstören könnten beispielsweise durch darstellung von gewalt verwende bitte die inhaltswarnungfunktion als heikle medien markieren,non-Englsih
878,gruene.social,"Solltest du eine Verletzung dieser Regeln bemerken, nimm das bitte nicht stillschweigend hin, sondern informiere die Moderator*innen unter @moderation",solltest du eine verletzung dieser regeln bemerken nimm das bitte nicht stillschweigend hin sondern informiere die moderatorinnen unter moderation,non-Englsih
879,esq.social,"No hate speech, harassment, or generally making a nuisance of yourself. ",no hate speech harassment or generally making a nuisance of yourself,English
880,esq.social,"We will actively moderate against racism, sexism, homophobia and transphobia. Any violation of this rule is grounds for immediate and irrevocable termination of privileges as a user.",we will actively moderate against racism sexism homophobia and transphobia any violation of this rule is grounds for immediate and irrevocable termination of privileges as a user,English
881,esq.social,This is an instance aimed generally at English-speaking legal professionals and those in adjacent fields. ,this is an instance aimed generally at englishspeaking legal professionals and those in adjacent fields,English
882,toot.pizza,Don't harass anyone.,dont harass anyone,non-Englsih
883,toot.pizza,"If someone is harassing you, report it to a moderator.",if someone is harassing you report it to a moderator,English
884,toot.pizza,Don't post anything that's illegal in the US. We are hosted there.,dont post anything thats illegal in the us we are hosted there,English
885,toot.pizza,Mark NSFW content as such using Content Warnings.,mark nsfw content as such using content warnings,English
886,toot.pizza,You must read and accept the code of conduct - https://toot.pizza/about,you must read and accept the code of conduct httpstootpizzaabout,English
887,toot.pizza,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
888,toot.pizza,Don't join just to advertise something,dont join just to advertise something,English
889,gearheads.social,🔞 Nobody under 18 years old,nobody under 18 years old,English
890,gearheads.social,🤝 Be respectful of all our members,be respectful of all our members,English
891,gearheads.social,✨ Original photos and videos only,original photos and videos only,English
892,gearheads.social,😈 Explicit content must be marked with a CW (Content Warning),explicit content must be marked with a cw content warning,English
893,gearheads.social,"🤖 Bots are allowed, but be civil",bots are allowed but be civil,English
894,gearheads.social,"💥 Content considered illegal in 🇫🇮 Finland, 🇳🇱 Netherlands, and 🇬🇧 UK, is not tolerated ",content considered illegal in finland netherlands and uk is not tolerated,English
895,neovibe.app,This instance is 18+. Absolutely no underage or illegal content.,this instance is 18 absolutely no underage or illegal content,English
896,neovibe.app,"No discrimination, including (but not limited to) racism, sexism, homophobia or transphobia.",no discrimination including but not limited to racism sexism homophobia or transphobia,English
897,neovibe.app,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
898,neovibe.app,No disinformation regarding public health issues or political/military campaigns.,no disinformation regarding public health issues or politicalmilitary campaigns,English
899,neovibe.app,"No spam or unverified use of copyrighted material. This includes promotional campaigns, and SEO. If you have a self-run small business, please request permission before linking to any products for sale. We would like to make sure all items being sold are legal under this instance's USA laws.",no spam or unverified use of copyrighted material this includes promotional campaigns and seo if you have a selfrun small business please request permission before linking to any products for sale we would like to make sure all items being sold are legal under this instances usa laws,English
