,Unnamed: 0.1,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules,formality label,formality score,genre label,genre score
382,382,393,mastodon.cthos.dev,Be @cthos,be cthos,English,be cthos,informal,0.9956886172294617,Prose/Lyrical,Prose/Lyrical
383,383,394,mastodon.cthos.dev,"Follow appropriate codes of conduct for federated servers (Hachyderm, for one)",follow appropriate codes of conduct for federated servers hachyderm for one,English,follow appropriate codes of conduct for federated servers hachyderm for one,informal,0.9820497632026672,Information/Explanation,Information/Explanation
384,384,395,mastodon.cthos.dev,Zero tolerance for TERFs. Any TERF behavior will get you banned immediately.,zero tolerance for terfs any terf behavior will get you banned immediately,English,zero tolerance for terfs any terf behavior will get you banned immediately,informal,0.9952349066734314,Promotion,Promotion
385,385,396,sisulink.social,For employees of sisulink.,for employees of sisulink,English,for employees of sisulink,informal,0.9946976900100708,Promotion,Promotion
386,386,397,toot.xdncs.com,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism,informal,0.9974828362464905,Information/Explanation,Information/Explanation
387,387,398,toot.xdncs.com,Do not post anything sexually explicit (porn) or graphically violent (gore).,do not post anything sexually explicit porn or graphically violent gore,English,do not post anything sexually explicit porn or graphically violent gore,informal,0.9032582640647888,Legal,Legal
388,388,399,toot.xdncs.com,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies,informal,0.9676808714866638,Promotion,Promotion
389,389,400,toot.xdncs.com,Do not share intentionally false or misleading information.,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information,formal,0.916638970375061,Legal,Legal
390,390,401,toot.xdncs.com,No harassment or doxxing of other users.,no harassment or doxxing of other users,English,no harassment or doxxing of other users,informal,0.996727466583252,Legal,Legal
391,391,402,themeparks.social,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting,formal,0.9112115502357483,Legal,Legal
392,392,403,themeparks.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism,informal,0.9974828362464905,Information/Explanation,Information/Explanation
393,393,404,themeparks.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies,informal,0.9676808714866638,Promotion,Promotion
394,394,405,themeparks.social,"No harassment, dogpiling or doxxing of other users and people in general",no harassment dogpiling or doxxing of other users and people in general,English,no harassment dogpiling or doxxing of other users and people in general,informal,0.9955963492393494,Information/Explanation,Information/Explanation
395,395,406,themeparks.social,No content illegal in Germany,no content illegal in germany,non-Englsih,no content illegal in germany,informal,0.9959633350372314,Promotion,Promotion
396,396,407,themeparks.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information,formal,0.916638970375061,Legal,Legal
397,397,408,normalunicorn.com,Don't be a jerk,dont be a jerk,non-Englsih,dont be a jerk,informal,0.996174693107605,Forum,Forum
398,398,409,mastodon.experienceadvisors.io,"This server is about big ideas, kindness, and great experiences.  Please be excellent to each other.
 ",this server is about big ideas kindness and great experiences please be excellent to each other,English,this server is about big ideas kindness and great experiences please be excellent to each other,informal,0.9697893261909485,Forum,Forum
399,399,410,mastodon.experienceadvisors.io,"Discussion of ideas are great. Personal attacks will not be tolerated.
 
",discussion of ideas are great personal attacks will not be tolerated,English,discussion of ideas are great personal attacks will not be tolerated,informal,0.9493483304977417,Opinion/Argumentation,Opinion/Argumentation
400,400,411,mastodon.experienceadvisors.io,Cursing is okay.  But no one wants to see any NSFW images. If you wouldn't show your mom the photo - don't post it here. ,cursing is okay but no one wants to see any nsfw images if you wouldnt show your mom the photo dont post it here,English,cursing is okay but no one wants to see any nsfw images if you wouldnt show your mom the photo dont post it here,informal,0.9975836277008057,Promotion,Promotion
401,401,412,mastodon.experienceadvisors.io,"What constitutes offensive speech or behavior including but not limited to race, gender identity and expression, national origin, religion, disability, marital status, age, sexual orientation, or other protected categories is ENTIRELY up to us.  Plenty of other servers if you're not cool with that.",what constitutes offensive speech or behavior including but not limited to race gender identity and expression national origin religion disability marital status age sexual orientation or other protected categories is entirely up to us plenty of other servers if youre not cool with that,English,what constitutes offensive speech or behavior including but not limited to race gender identity and expression national origin religion disability marital status age sexual orientation or other protected categories is entirely up to us plenty of other servers if youre not cool with that,formal,0.6894281506538391,Other,Other
402,402,413,mastodon.experienceadvisors.io,"You are joining a community. So you'll be subscribing to our email newsletter as well as the server here. You don't have to stay subscribed, but you'll be getting a welcome and a newsletter every other week. ",you are joining a community so youll be subscribing to our email newsletter as well as the server here you dont have to stay subscribed but youll be getting a welcome and a newsletter every other week,English,you are joining a community so youll be subscribing to our email newsletter as well as the server here you dont have to stay subscribed but youll be getting a welcome and a newsletter every other week,formal,0.8773400783538818,Promotion,Promotion
403,403,414,mastodon.scientiam.org,No racism.,no racism,non-Englsih,no racism,informal,0.9902772903442383,Information/Explanation,Information/Explanation
404,404,415,bunny.social,Don't suck.,dont suck,non-Englsih,dont suck,informal,0.9953006505966187,Promotion,Promotion
405,405,416,mstdn.sagami-yashiro.net,"日本国の国内法に基づきます。
",日本国の国内法に基づきます,non-Englsih,Based on domestic laws in Japan,formal,0.9918762445449829,Information/Explanation,Information/Explanation
406,406,417,mstdn.sagami-yashiro.net,ネガディブな話題より、ポジティブな話題を心がける。,ネガディブな話題よりポジティブな話題を心がける,non-Englsih,Keep in mind positive topics than negative topics,formal,0.9982798099517822,Instruction,Instruction
407,407,418,mstdn.sagami-yashiro.net,相模地域の話題推奨ですが、強い縛りはありません。,相模地域の話題推奨ですが強い縛りはありません,non-Englsih,"It is recommended in the Sagami area, but there is no strong binding.",formal,0.9986435770988464,Instruction,Instruction
408,408,419,roshless.me,No bad things,no bad things,non-Englsih,no bad things,informal,0.9971601963043213,Opinion/Argumentation,Opinion/Argumentation
409,409,420,mmasuda.hostdon.ne.jp,mmasuda のおひとり様インスタンスです(非常用),mmasuda のおひとり様インスタンスです非常用,non-Englsih,MMASUDA One person instance emergency,informal,0.9704414010047913,Information/Explanation,Information/Explanation
410,410,421,superheronecromancer.games,"*No hate speech, bigotry, violent threats, harassment, CSAM, fascism, TERF, gamergate, or other heinous bullshit.",no hate speech bigotry violent threats harassment csam fascism terf gamergate or other heinous bullshit,English,no hate speech bigotry violent threats harassment csam fascism terf gamergate or other heinous bullshit,informal,0.9976141452789307,Promotion,Promotion
