GPT category single,GPT category set,Count
Tech,"{'Advertising & Commercialization', 'Off-topic/topic specific'}",1
Tech,"{'Advertising & Commercialization', 'Spam', 'Automated tools'}",1
Tech,"{'Automated tools', 'Spam'}",1
Tech,"{'Content Warnings', 'Images', 'Incitement of Violence'}",1
Tech,"{'Dogpiling', 'Doxxing/ Personal Info', 'NSFW', 'Hate Speech', 'Harassment'}",1
Tech,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
Tech,"{'Doxxing/ Personal Info', 'Copyright/ Piracy'}",1
Tech,"{'Doxxing/ Personal Info', 'Trolling', 'Spam'}",1
Tech,"{'Harassment', 'Automated tools'}",1
Tech,"{'Harassment', 'Doxxing/ Personal Info', 'Impersonation'}",1
Tech,"{'Harassment', 'Impersonation'}",1
Tech,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
Tech,"{'Hate Speech', 'Harassment', 'Spam'}",1
Tech,"{'Hate Speech', 'Images', 'Incitement of Violence'}",1
Tech,"{'Hate Speech', 'Images'}",1
Tech,"{'Illegal Content', 'Automated tools'}",1
Tech,"{'Illegal Content', 'Doxxing/ Personal Info', 'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
Tech,"{'Illegal Content', 'Hate Speech', 'Harassment', 'Spam'}",1
Tech,"{'Illegal Content', 'Hate Speech', 'Incitement of Violence'}",1
Tech,"{'Illegal Content', 'Incitement of Violence', 'Copyright/ Piracy'}",1
Tech,"{'Illegal Content', 'Links & Outside Content', 'Copyright/ Piracy'}",1
Tech,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Harassment', 'Doxxing/ Personal Info'}",1
Tech,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment'}",1
Tech,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Hate Speech'}",1
Tech,"{'Illegal Content', 'NSFW', 'Copyright/ Piracy'}",1
Tech,"{'Illegal Content', 'NSFW', 'Doxxing/ Personal Info', 'Copyright/ Piracy'}",1
Tech,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
Tech,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",1
Tech,"{'Illegal Content', 'NSFW', 'Hate Speech'}",1
Tech,"{'Illegal Content', 'NSFW', 'Images'}",1
Tech,"{'Illegal Content', 'NSFW', 'Spam', 'Incitement of Violence'}",1
Tech,"{'Illegal Content', 'NSFW', 'Spam'}",1
Tech,"{'Illegal Content', 'Off-topic/topic specific'}",1
Tech,"{'Illegal Content', 'Spam'}",1
Tech,"{'Impersonation', 'Automated tools'}",1
Tech,"{'Impersonation', 'Spam'}",1
Tech,"{'Links & Outside Content', 'Content Warnings'}",1
Tech,"{'Links & Outside Content', 'Illegal Content', 'Spam'}",1
Tech,"{'Links & Outside Content', 'Images', 'Spam'}",1
Tech,"{'Links & Outside Content', 'Images'}",1
Tech,"{'Links & Outside Content', 'NSFW', 'Advertising & Commercialization', 'Spam'}",1
Tech,"{'Links & Outside Content', 'Reposting/Crossposting', 'Automated tools'}",1
Tech,"{'Mis/Disinformation/Conspiracy', 'Automated tools'}",1
Tech,"{'Mis/Disinformation/Conspiracy', 'Harassment', 'Incitement of Violence'}",1
Tech,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
Tech,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment'}",1
Tech,"{'Mis/Disinformation/Conspiracy', 'NSFW', 'Incitement of Violence'}",1
Tech,"{'NSFW', 'Doxxing/ Personal Info'}",1
Tech,"{'NSFW', 'Hate Speech', 'Spam'}",1
Tech,"{'NSFW', 'Images', 'Incitement of Violence'}",1
Tech,"{'Not Applicable', 'Content Warnings'}",1
Tech,"{'Not Applicable', 'Copyright/ Piracy'}",1
Tech,"{'Not Applicable', 'Harassment'}",1
Tech,"{'Not Applicable', 'Images'}",1
Tech,"{'Not Applicable', 'Impersonation'}",1
Tech,"{'Off-topic/topic specific', 'Automated tools'}",1
Tech,"{'Off-topic/topic specific', 'Reposting/Crossposting'}",1
Tech,"{'Reposting/Crossposting', 'Images', 'Spam'}",1
Tech,"{'Reposting/Crossposting', 'Impersonation'}",1
Tech,"{'Trolling', 'Incitement of Violence'}",1
