,rules
1224,be aware of power imbalances and intersectionality and act accordingly dont tone police
1225,we use content warnings liberally please consider content warning topics that could cause distress to others you are not expected to use content warnings on your lived experiences of marginalization
1226,dont say anything that will get you or oldmermaidtown in trouble with the law we are located in australia and our privacy laws are stacked against us
1227,no impersonation of other people
1228,no bots
1229,no automated crossposting from twitter rss etc on public privacy setting
1230,no spam
1231,no shortened links eg bitly googl ifttt lnkdin isgd tco or others these can involve unauthorized user tracking and obfuscate the destination
1232,no harassment of any kind no sexism racism communityidentityphobia of any kind
1233,no advertisements product promotion marketing or corporate shenanigans
1234,no cheating denialism dishonesty falsification misrepresentation predatory solicitation pseudoscientific crackpotismflatearthism zealotry or any similar behaviour
