,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
440,485,libori.social,"Ich gehe davon aus, dass alle Nutzerinnen und Nutzer dieser Instanz in der Lage sind, sich selbst gegenüber anderen zur Wehr zu setzen und Querelen unter einander zu klären. Die Meinungsfreiheit erlaubt auch hitzige Debatten. Werden Grenzen überschritten, gilt jedoch Ziffer 3.",ich gehe davon aus dass alle nutzerinnen und nutzer dieser instanz in der lage sind sich selbst gegenüber anderen zur wehr zu setzen und querelen unter einander zu klären die meinungsfreiheit erlaubt auch hitzige debatten werden grenzen überschritten gilt jedoch ziffer 3,non-Englsih,I assume that all users of this instance are able to defend themselves towards others and to clarify quarrels under each other.
441,486,libori.social,"Sollten deine Posts Themen wie Gewalt, sexuell eindeutige Inhalte, Tod/Krankheit oder politische Inhalte während Kriegszeiten behandeln, besonders wenn diese Themen negativ oder kontrovers sind, ist es unerlässlich, die ""Inhaltswarnung"" (Content Warning / CW) Funktion zu nutzen.",sollten deine posts themen wie gewalt sexuell eindeutige inhalte todkrankheit oder politische inhalte während kriegszeiten behandeln besonders wenn diese themen negativ oder kontrovers sind ist es unerlässlich die inhaltswarnung content warning cw funktion zu nutzen,non-Englsih,"If your posts deals with topics such as violence sexually clear content of death disease or political content during war times, especially if these topics are negative or controversial, it is essential to use the content warning content warning CW function"
442,487,squeak.social,"Rules huh?
Be a decent human being, be nice to everyone and only invite people that are real. We try to keep the bots out. I don't want to have too much work with moderating",rules huh be a decent human being be nice to everyone and only invite people that are real we try to keep the bots out i dont want to have too much work with moderating,English,rules huh be a decent human being be nice to everyone and only invite people that are real we try to keep the bots out i dont want to have too much work with moderating
443,488,squeak.social,"NSFW is fine. But mark it as NSFW. No hardcore, child, zoo stuff.",nsfw is fine but mark it as nsfw no hardcore child zoo stuff,English,nsfw is fine but mark it as nsfw no hardcore child zoo stuff
444,489,someone.elses.computer,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting
445,490,someone.elses.computer,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
446,491,someone.elses.computer,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
447,492,someone.elses.computer,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
448,493,someone.elses.computer,No content illegal in the United Kingdom,no content illegal in the united kingdom,English,no content illegal in the united kingdom
449,494,someone.elses.computer,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information
450,495,flipping.rocks,"Don't be racist, sexist, homophobic, transphobic, ableist, fatphobic, etc., you know the drill. Don't interact with people if they've asked you to stop doing so. Don't be a ""reply guy"".",dont be racist sexist homophobic transphobic ableist fatphobic etc you know the drill dont interact with people if theyve asked you to stop doing so dont be a reply guy,English,dont be racist sexist homophobic transphobic ableist fatphobic etc you know the drill dont interact with people if theyve asked you to stop doing so dont be a reply guy
451,496,flipping.rocks,"Be considerate when posting photos of commonly feared animals like bugs, snakes, etc.: use informative descriptions or hashtags so people can filter them out if they want, and/or mark media as sensitive so it is hidden behind a click.",be considerate when posting photos of commonly feared animals like bugs snakes etc use informative descriptions or hashtags so people can filter them out if they want andor mark media as sensitive so it is hidden behind a click,English,be considerate when posting photos of commonly feared animals like bugs snakes etc use informative descriptions or hashtags so people can filter them out if they want andor mark media as sensitive so it is hidden behind a click
452,497,flipping.rocks,"Act as an ambassador for wildlife; aim to stimulate people's curiosity, not shame them for fear or ignorance.",act as an ambassador for wildlife aim to stimulate peoples curiosity not shame them for fear or ignorance,English,act as an ambassador for wildlife aim to stimulate peoples curiosity not shame them for fear or ignorance
453,498,flipping.rocks,Credit other artists/photographers/creators appropriately when posting their work.,credit other artistsphotographerscreators appropriately when posting their work,English,credit other artistsphotographerscreators appropriately when posting their work
454,499,flipping.rocks,Don't do/discuss doing/link to illegal shit. Neither I nor this server's host are willing to go to jail for you.,dont dodiscuss doinglink to illegal shit neither i nor this servers host are willing to go to jail for you,English,dont dodiscuss doinglink to illegal shit neither i nor this servers host are willing to go to jail for you
455,500,techeasy.org,理性發言，禁止仇恨言論,理性發言禁止仇恨言論,non-Englsih,Reasonable speech prohibits hatred of hatred
456,501,techeasy.org,禁止暴露他人隱私,禁止暴露他人隱私,non-Englsih,Forbidden to expose others' privacy
457,502,tukkers.online,Doo geen ding'n dee in Neêrland verbood'n wean.,doo geen dingn dee in neêrland verboodn wean,non-Englsih,DOO no dingn dee in Neêrland forbade Wean
458,503,tukkers.online,"Heb respect veur mekoar, wie bint ja noabers.",heb respect veur mekoar wie bint ja noabers,non-Englsih,HAB RESPECT VEEUR MEKOAR WHO BYT JA NOABERS
459,504,tukkers.online,Löp 'ie ding'n uut de doom te sapken? Dan möj vot. Da krie'j d'r van.,löp ie dingn uut de doom te sapken dan möj vot da kriej dr van,non-Englsih,run in dingen uit de doom tea the taste then possibly vot then kriej dr van
460,505,social.data.coop,"Do not engage in homophobic, racist, transphobic, ableist, sexist, or otherwise prejudiced behaviour.",do not engage in homophobic racist transphobic ableist sexist or otherwise prejudiced behaviour,English,do not engage in homophobic racist transphobic ableist sexist or otherwise prejudiced behaviour
461,506,social.data.coop,"Do not harass people. Stalking, unconsented contact, or unwanted sexual attention is harassment.",do not harass people stalking unconsented contact or unwanted sexual attention is harassment,English,do not harass people stalking unconsented contact or unwanted sexual attention is harassment
462,507,social.data.coop,Aggression and elitism are not welcome — nobody should be afraid to ask questions.,aggression and elitism are not welcome nobody should be afraid to ask questions,English,aggression and elitism are not welcome nobody should be afraid to ask questions
463,508,social.data.coop,Spam and tracking: Content that is directly aimed advertising commercial products or contains tracker links can be considered spam. Content containing third-party tracker links will be removed. Promoting content by mentioning users that are not following you is considered spamful behavior.,spam and tracking content that is directly aimed advertising commercial products or contains tracker links can be considered spam content containing thirdparty tracker links will be removed promoting content by mentioning users that are not following you is considered spamful behavior,English,spam and tracking content that is directly aimed advertising commercial products or contains tracker links can be considered spam content containing thirdparty tracker links will be removed promoting content by mentioning users that are not following you is considered spamful behavior
