,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
535,548,tonybark.art,"Prohibition of Misleading or Deceptive Content: The posting of content that is misleading, deceptive, or false is strictly prohibited. This includes, but is not limited to, content that is intended to deceive, mislead, or defraud others.",prohibition of misleading or deceptive content the posting of content that is misleading deceptive or false is strictly prohibited this includes but is not limited to content that is intended to deceive mislead or defraud others,English,prohibition of misleading or deceptive content the posting of content that is misleading deceptive or false is strictly prohibited this includes but is not limited to content that is intended to deceive mislead or defraud others
536,549,tonybark.art,"Prohibition of Harassment and Antagonistic Behavior: Engaging in spamming, stalking, harassment, or any form of antagonistic behavior towards others is strictly prohibited. This includes, but is not limited to, unsolicited communications, unwanted attention, and behavior that is intended to annoy, threaten, or intimidate others.",prohibition of harassment and antagonistic behavior engaging in spamming stalking harassment or any form of antagonistic behavior towards others is strictly prohibited this includes but is not limited to unsolicited communications unwanted attention and behavior that is intended to annoy threaten or intimidate others,English,prohibition of harassment and antagonistic behavior engaging in spamming stalking harassment or any form of antagonistic behavior towards others is strictly prohibited this includes but is not limited to unsolicited communications unwanted attention and behavior that is intended to annoy threaten or intimidate others
537,550,tonybark.art,"Workplace Appropriateness of Avatars and Headers: All avatars and headers must be appropriate for a work environment. This includes, but is not limited to, images, symbols, and text that are not offensive, explicit, or inappropriate.",workplace appropriateness of avatars and headers all avatars and headers must be appropriate for a work environment this includes but is not limited to images symbols and text that are not offensive explicit or inappropriate,English,workplace appropriateness of avatars and headers all avatars and headers must be appropriate for a work environment this includes but is not limited to images symbols and text that are not offensive explicit or inappropriate
538,551,tonybark.art,"Bot Delisting: Except for certain exceptions like news outlets, all bots must be delisted from the public timeline. This ensures a more human-centric interaction environment on our platform.",bot delisting except for certain exceptions like news outlets all bots must be delisted from the public timeline this ensures a more humancentric interaction environment on our platform,English,bot delisting except for certain exceptions like news outlets all bots must be delisted from the public timeline this ensures a more humancentric interaction environment on our platform
539,552,tonybark.art,"Compliance with Laws and Regulations: All content must comply with the General Data Protection Regulation (GDPR), applicable United States federal laws, and the laws of the State of South Carolina. This includes, but is not limited to, content that does not infringe upon the rights of others, violate privacy laws, or engage in illegal activities.",compliance with laws and regulations all content must comply with the general data protection regulation gdpr applicable united states federal laws and the laws of the state of south carolina this includes but is not limited to content that does not infringe upon the rights of others violate privacy laws or engage in illegal activities,English,compliance with laws and regulations all content must comply with the general data protection regulation gdpr applicable united states federal laws and the laws of the state of south carolina this includes but is not limited to content that does not infringe upon the rights of others violate privacy laws or engage in illegal activities
540,553,tonybark.art,Federation Compliance: The aforementioned rules apply both locally and to any social networks federating with our network. Any federated social networks found to be in violation of these rules may face defederation. This ensures a consistent and respectful environment across all platforms.,federation compliance the aforementioned rules apply both locally and to any social networks federating with our network any federated social networks found to be in violation of these rules may face defederation this ensures a consistent and respectful environment across all platforms,English,federation compliance the aforementioned rules apply both locally and to any social networks federating with our network any federated social networks found to be in violation of these rules may face defederation this ensures a consistent and respectful environment across all platforms
541,554,feed.yopp.me,"Private server, private rules.",private server private rules,non-Englsih,private server private rules
542,555,feed.yopp.me,No spam,no spam,non-Englsih,no spam
543,556,fv.technogothic.net,Be Agatha (Rules for users on this instance will be added if registrations ever open),be agatha rules for users on this instance will be added if registrations ever open,English,be agatha rules for users on this instance will be added if registrations ever open
544,557,fv.technogothic.net,Any instances not moderating any kind of harassment or bigotry are suspended on sight.,any instances not moderating any kind of harassment or bigotry are suspended on sight,English,any instances not moderating any kind of harassment or bigotry are suspended on sight
545,558,glitterkitten.co.uk,Don't post anything illegal.,dont post anything illegal,English,dont post anything illegal
546,559,glitterkitten.co.uk,No hate speech or harassment,no hate speech or harassment,English,no hate speech or harassment
547,560,glitterkitten.co.uk,"No conspiracism (antivaxx, covid denial, flat earth etc) ",no conspiracism antivaxx covid denial flat earth etc,non-Englsih,no conspiracism antivaxx covid denial flat earth etc
548,561,glitterkitten.co.uk,No crossposting boosts or replies.,no crossposting boosts or replies,English,no crossposting boosts or replies
549,562,glitterkitten.co.uk,It's good and cool to tell TERFs and SWERFs to fuck off,its good and cool to tell terfs and swerfs to fuck off,English,its good and cool to tell terfs and swerfs to fuck off
550,563,momo.mame.moe,面白い投稿には「たのしー」と反応しましょう,面白い投稿にはたのしーと反応しましょう,non-Englsih,Let's react to an interesting post with the fun
551,564,momo.mame.moe,褒められたら「わーい」と返事しましょう,褒められたらわーいと返事しましょう,non-Englsih,Let's reply if you are praised
